fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
5.963349491841423,0.7199211102563912,0.030307195253116943,1.8633494918414224,0.06788835027195259,6.0,13.0,0.995985266927428,3.6176092259518335,0.6139441751359763,10.039441751359762,4.0
7.3,0.6543829372075846,0.0332955859073812,1.7213755083809124,0.06932973881561992,17.728253050285478,43.69925711733277,0.9959519889743048,3.3554349389942906,0.4969925711733277,9.169925711733276,4.0
6.4869046488987445,0.5919195623403557,0.0704464539977824,3.3133936199334717,0.15428567360354814,14.434523244493725,30.565476755506268,0.996345923209504,3.460892907995565,0.6352381404405021,10.739286053303763,4.0
6.415274846916941,0.5321215065162419,0.08923625765415294,3.8855737556895553,0.12271147511379113,13.991513973935035,30.957569869675165,0.9968084860260648,3.4988968166115533,0.6682179345263569,10.98811956350904,4.0
7.029849092140981,0.6174790405751363,0.05850754539295098,3.3051425240890735,0.11110285048178148,13.650083837699457,29.25041918849729,0.9971499161623004,3.4545108989009283,0.5965176059168856,10.510117372779238,4.0
6.995931993117102,0.9320928008694188,0.0,2.0732559992754847,0.08519767997826454,15.53488001449031,24.732559992754844,0.9956263403875746,3.5094184007969664,0.517034800326032,10.613952005796122,4.0
6.763646872590496,0.912955859073812,0.0365911718147624,4.446544932416581,0.07306794536671384,22.01132422778564,47.65911718147624,0.9961583129256816,3.4910191805007083,0.5164779295369061,10.70566211389282,4.0
8.111999775890856,0.7132229090081166,0.08506883924311448,2.2596571492602613,0.06296571492602614,16.982857463013065,33.613714029589545,0.9963428343074848,3.4030057328547576,0.5377257194082089,10.314171537424443,4.0
6.749452337955978,0.7143724101899351,0.08090142083207601,3.7079188842327166,0.06951642986132067,15.202190648176089,28.49452337955978,0.9951520470680434,3.428197158335848,0.5230328597226414,11.110109532408805,4.0
5.299973024289973,0.5259997687796284,0.2009980346268409,2.1099996146327142,0.05599992292654279,7.299988438981417,63.2000693661115,0.9941399714828209,3.83500250488736,0.5609999614632715,12.69001580005873,4.0
7.602130049428202,0.7375543744669597,0.0925526896200777,1.88936098517154,0.07110627782515913,4.0,7.0,0.9964314955275247,3.383829596045744,0.4044674876429496,9.785100886315137,4.0
6.627443653188176,0.9166542104198984,0.040450710416038,2.6869671829963977,0.08054385140487393,17.790727553136254,31.75814551062725,0.9965573934365992,3.515162910212545,0.5941854489372749,11.0,4.0
6.519855626838223,0.9922287629256984,0.0,2.023142697561918,0.08369428092685753,16.537146048761638,24.23142697561918,0.9947668972631868,3.56454303268189,0.5395857860971369,11.014858419504657,4.0
7.5072909077490335,0.48473909003687204,0.17781272767528986,2.33684772509218,0.07451429540590249,27.48177273062741,51.36847725092179,0.9969234202197416,3.4740493178966703,0.5866404542435326,9.948177273062742,4.0
5.992357016525534,0.6699363475577953,0.02643311803158605,1.6070064590524185,0.0792866236063172,6.0,12.643311803158605,0.9953438219607782,3.620764298347447,0.6235668819684139,10.046496770473787,4.0
7.9981916564818025,0.7087899284337091,0.016968057253032676,2.449095828240902,0.08108484028626517,11.745479141204507,23.91515971373484,0.9977992901902552,3.3808484028626515,0.4574547914120451,9.55333784255416,4.0
7.5189451838012,0.9113308287168966,0.10699964339769524,2.080095892381709,0.06657315013312143,19.004794619085466,50.194246457097464,0.9971296164304732,3.31,0.5539808215236582,9.839328753328036,4.0
7.5,0.9380616676347082,0.02531534969776801,2.510205558782361,0.08501700926463726,5.491495367681366,12.0,0.9962521757382669,3.4417009264637266,0.5459355095550497,10.46275694847795,4.0
6.747462364804022,0.9109327956005028,0.03618655912010056,4.5173521539824035,0.0734320967919095,22.07201613198492,47.61865591201006,0.9961314061814868,3.4964814518786427,0.5154663978002514,10.736008065992456,4.0
7.565432026622927,1.2706166382752109,0.024197581363949984,2.2382718935082857,0.10969130103211358,5.0,9.0,0.9952992603846824,3.4585184319475144,0.4518519600656071,10.9,4.0
7.547391537308925,0.9459836636200226,0.1505893774444734,2.471087305963389,0.07182337975726552,21.85543652981695,52.7108730596339,0.9980395661492356,3.3996794322744863,0.6025707016781469,9.730923942163617,4.0
6.064949976165509,0.3395840818488129,0.332016028782228,12.749506152787236,0.05480791433766854,6.079207288006718,112.57228064476372,0.9958036428961352,3.3020593894881745,0.5612673166081076,11.496831708479734,4.0
6.589789528680668,0.6273499738766832,0.04489476434033346,3.7612628279159983,0.06261184554254168,10.551052356596664,20.673421465105,0.9950977396070506,3.4365315706979,0.5308184031787833,11.182696990320416,4.0
9.101285964549794,0.6662276061751973,0.26499219576884625,1.7513640068613303,0.10980903903941376,28.13483983990229,48.41894001143554,0.9977879461854768,3.350674199199512,0.7301285964549793,9.816211997712893,4.0
8.198816289986066,0.8172287331218069,0.02358308646941749,1.5495067874941943,0.07349704072496517,7.003945700046447,19.500986425011607,0.996330335384504,3.2348717647484904,0.7606313120074313,9.399605429995352,4.0
8.34096696551523,0.6509782444437966,0.2090217555562034,2.2262369042154533,0.09168815478922734,11.721514865924958,75.59033034484769,0.997349505238314,3.2078710712646363,0.5972151486592495,9.226236904215453,4.0
6.986429570074924,0.4813570429925076,0.002271408598501523,2.1470004660349646,0.06798427705935066,6.924286380049948,13.92428638004995,0.9951556144122096,3.4196855411870133,0.5830285447980021,10.83942910403996,4.0
9.039884069553596,0.7059004084729847,0.12049795763507636,2.234904493202832,0.07859004084729848,10.554024508379085,24.481991830540306,0.9979631302859312,3.3052912662662526,0.4937394281378214,9.792796732216123,4.0
7.339122348339496,0.9703498207429238,0.05652039138991635,2.118257095891766,0.06170420227011096,19.921755303321003,48.92175530332101,0.9970643448610578,3.3086959217220167,0.5489567373776134,9.689567373776134,4.0
6.556864187815293,0.8733246388216829,0.16075629357938132,5.53077403222486,0.07922251203927723,22.851658640481844,46.97527644008031,0.9957664802926492,3.5720884608256984,0.5002472355991969,11.153025236152585,4.0
9.298149830741064,0.6297739427464581,0.15348403816902792,2.2623843644213166,0.09058684025903443,5.6238436442131645,14.0,0.9973862280086344,3.332476872884264,0.5425693813472101,10.376156355786836,4.0
7.531172762700591,0.7005863813502956,0.0097489153967416,2.4454476652739654,0.057999999999999996,4.922068093248522,8.844136186497044,0.9963885800779412,3.3784413618649705,0.5328549805146751,10.75972256784734,4.0
6.981806641169982,0.5556901851517639,0.005909667941500964,2.081806641169981,0.07025031736782553,6.7045166029249526,13.409033205849905,0.9954152512195724,3.4443225095612573,0.5947741698537524,10.619290772778703,4.0
7.196177557220267,0.9506041908033064,0.013588162851982236,4.351911221389867,0.0963205918574009,5.0,13.320591857400887,0.9968717632570396,3.4805302086281955,0.5603822442779733,10.903822442779731,4.0
7.907603369159651,0.7105558001754171,0.09688727332184753,3.004090734810962,0.08790351263434869,10.44152948014694,27.096487365651303,0.9976538016845798,3.3736549578855044,0.4746198315420175,9.380702526869738,4.0
7.13940150551942,0.5298753136498789,0.09688727332184753,2.01970075275971,0.08180049874540048,9.598503763798547,23.199501254599518,0.996274937672297,3.388004987454005,0.4359850376379855,9.159725690029736,4.0
6.8557447033046035,0.9085532835488777,0.07327658900861872,2.8965953405171234,0.0640978707686777,13.327658900861875,30.114894066092084,0.9949947233054598,3.4657447033046043,0.4698297670258562,11.267234109913812,4.0
10.100579906285077,0.5985590020081769,0.4652739941986,2.0809799955373847,0.07361380084789693,14.190200044626154,48.52160035700923,0.9987861699263668,3.3019020004462614,0.5619020004462616,9.752160035700925,4.0
7.511833956777332,0.5764792445971667,0.3055677974969546,1.7059169783886667,0.07454200748132801,15.728996259336,42.211833956777326,0.9960236679135548,3.35728996259336,0.4905916978388666,9.042366791355468,4.0
8.175713139938091,0.6318651049442645,0.006794081425991118,5.262282047801893,0.0616743269622287,4.324286860061909,10.648573720123817,0.9957054001604086,3.3643145836160966,0.5729714744024763,11.740570511950473,4.0
7.589784675987477,0.4752476929570087,0.006794081425991118,2.217492309856696,0.07329723154841045,6.825076901433044,14.0,0.9956300477492313,3.3895046140859826,0.5695046140859825,10.742569211289739,4.0
7.803746090414388,0.6129682613017986,0.14586160079530927,1.851873045207194,0.07804495308497268,13.977523457513671,42.50374609041439,0.9966074921808288,3.3397752345751366,0.5051873045207194,9.100749218082877,4.0
6.532171804458369,0.6016266018859034,0.0,2.273280221266285,0.0960357464493982,4.035746449398188,13.03574644939819,0.9956068188428799,3.6203574644939818,0.617140284048145,11.471402840481447,4.0
7.467161727185588,0.7983209568203603,0.0,1.6765440908468487,0.18217515182926086,14.570367727459455,27.57036772745945,0.9961825212407168,3.3438272045423423,0.4861727954576576,9.704691181830633,4.0
6.623845954916593,0.6295834410868459,0.17468587920068762,1.807948651638864,0.1027115533812556,8.53974325819432,22.07948651638864,0.9954242625138298,3.4153141207993123,0.4415064185451421,9.222596278177132,4.0
7.2676738298602475,0.6007322343247181,0.3055677974969546,2.0297980571089407,0.07857068001187073,12.616155431284735,57.97980571089408,0.996243178687088,3.4858085369427507,0.5670201942891059,11.204547541941402,4.0
7.577554235146803,0.4049896979917473,0.4550103020082527,2.5655314510458656,0.0747234274477067,21.052114903761307,83.22445764853198,0.9972137874195816,3.30965943531376,0.6905211490376131,9.565531451045867,4.0
7.5470827317311,0.5227356985676027,0.2533829266149021,1.651120565185745,0.07072198587035639,16.744397174071278,41.48879434814255,0.9956460085086672,3.3580718681233264,0.4808520094197624,9.025560282592874,4.0
6.630892471570412,0.6078260760040539,0.06544623578520645,3.5146451705775226,0.0651807794731508,10.345537642147935,20.981693536778096,0.9951974142435582,3.430366129264438,0.5174599467396158,10.900114257953412,4.0
6.829390324744098,0.5647133863395649,0.0,2.1699322583049003,0.064895258081343,6.699322583049001,13.699322583049,0.995611995802918,3.4571287092206897,0.58902032250853,10.629390324744099,4.0
8.189265244599591,0.8951407025092449,0.24101616041889795,2.1429390216016326,0.08724856712197142,7.536737770020409,23.10734755400408,0.9963910786461272,3.2728817064804896,0.4689265244599592,9.957060978398367,4.0
7.460578859839275,0.6675783107923728,0.2301850155298072,1.9862429015137344,0.08458728704541202,8.137570984862654,23.0,0.996000925077649,3.3339421140160725,0.44724858030274695,9.459653782190241,4.0
5.910199785041073,1.080215840385009,0.08225579739322365,1.477873706837782,0.1609368534188909,7.221262931622182,19.11063146581109,0.9942765786645276,3.4634916162823397,0.5463788794866543,9.733621120513346,4.0
8.61831346580919,0.809379207397543,0.08275736361352926,2.1848422159138483,0.08970511931199751,5.0,14.30315568172304,0.997109260170326,3.2957475454621568,0.5875788920430759,10.605897613760053,4.0
9.524387355383952,0.7143999691657594,0.1869033153252148,1.763225905916905,0.11782712104372488,4.32645181183381,14.65290362366762,0.9984570325365674,3.2475612644616048,0.569380663065043,9.275612644616047,4.0
10.10317430010914,0.2552333642139817,0.36090425243449503,2.1970658878820952,0.0571173644847162,13.941317757641905,35.85329439410476,0.99610068289762,3.2382155139301334,0.4882395327292571,9.361616354476002,4.0
7.0364223340503225,0.8134789208828188,0.040763387692882916,1.3593239648368085,0.10166198241840416,8.406760351631918,19.703380175815962,0.99575845043954,3.2678845419807336,0.902028105489575,9.377971894510424,4.0
8.806054619305412,0.5564766812679431,0.3249930513671431,2.1266344536476534,0.07680869751513363,11.799033609429598,41.13558824466429,0.9972111369767444,3.288692437081877,0.5193462185409388,9.226634453647653,4.0
7.8251974036510275,0.8475987018255138,0.09739491585970207,1.9309045436107013,0.057999999999999996,4.187006490872432,7.374012981744863,0.9970354342880322,3.3637401298174483,0.3711414279919349,9.436611683570376,4.0
11.950220402794075,0.6285358941998258,0.4970717883996516,1.404880352667247,0.07110736775867944,6.0292821160034835,25.970717883996514,0.9978898929470108,3.0731234257070383,0.5983406800931359,10.386823047798432,4.0
6.719834977610108,0.7343593273333036,0.08770668162265333,4.610742600754515,0.07570247533584837,24.373968610063173,47.27479372201263,0.9957309917488806,3.538780941698105,0.5109917488805054,10.870247533584838,4.0
8.307951052434756,0.8038337560434865,0.20661158067250696,3.3189046411304317,0.19316985541042264,27.13427846782595,62.51237129043459,1.0001271198326522,3.4374200862782813,0.9619794064695352,9.724381435478273,4.0
7.281702254087159,1.0489575922002334,0.00788651639418936,4.3091488729564205,0.09660567418029052,5.0,13.605674180290531,0.9967577303278838,3.543248319663917,0.5518297745912839,10.81829774591284,4.0
9.608381316592752,0.5778948674322304,0.32551647972236064,1.6532165193691448,0.12354968728831972,30.424947881386622,48.25536086561525,0.9979956917006686,3.362124739406933,0.7808381316592752,9.848927826876952,4.0
9.223401641549204,0.4560127629557561,0.28908185029979105,2.2279028102414515,0.05979028102414514,15.395140512072567,34.88388759034194,0.996234869554821,3.3109181497002087,0.5123222481931611,9.774347774104674,4.0
7.23173927127705,0.6766521751934278,0.013304350386855457,2.304347441971682,0.0669782627901416,9.669564961314457,20.0,0.9959576523813352,3.2637390945840234,0.9059131100582418,10.07043444970879,4.0
7.2962247257405926,0.7562735954641213,0.00509438185648517,1.874528090717574,0.08247168544305446,6.0,12.0,0.9965366022531664,3.3934910094930943,0.5256606729953962,9.763679773206064,4.0
9.883900089070153,0.6650871766445756,0.4567868506373135,2.1,0.06826721900050979,15.15518733299347,47.38506244433116,0.9987053109945604,3.3019253122216563,0.5580746877783442,9.619253122216556,4.0
6.922742887286402,0.5985114067173573,0.008862855635679814,2.022742887286404,0.0718745705996239,6.5568572182160105,13.113714436432021,0.9955378085088809,3.4664714172675986,0.6021571390891995,10.479014357305207,4.0
11.229822913994617,0.5833652462364125,0.6027908139809862,2.1663475376358745,0.07265390150543498,11.346098494565036,47.0,1.0002279081398098,3.266826231182064,0.5666347537635874,9.201914774184754,4.0
7.614006889409598,1.5475507062010945,0.006978618746082493,2.0859931105904006,0.13331151912213876,4.953310368634668,8.906620737269336,0.9948739227005314,3.4934634516088536,0.3967317258044268,10.815958663542403,4.0
7.423248804281638,0.6550870998942404,0.22817493561516514,1.9804998160433287,0.08441499448129987,8.19500183956671,23.0,0.9959908746780758,3.3376751195718364,0.4460999632086658,9.432374126205813,4.0
8.749946884187949,0.3920952321215856,0.3241904642431712,1.7661375993245243,0.10348253450537416,30.80634880810571,48.0,0.9969573754914584,3.4066137599324526,0.6896719364323043,9.953227519864905,4.0
7.994862595893867,0.7194862595893868,0.0042054961642452576,2.2476702301452844,0.07910752672608964,11.369175575363213,23.15890076715095,0.9976687932838458,3.335842290275425,0.590370381091603,9.515890076715094,4.0
7.501214815344776,0.6958725973357353,0.08563159679590024,2.495140738620901,0.05895970412237216,5.0,9.0,0.9963010488806217,3.3814577784137296,0.5481777769828378,10.9,4.0
7.806430940911117,0.8565052491768069,0.08563159679590024,2.4745580142083408,0.084,6.0,11.616961323861105,0.9975626850875056,3.3936254146594447,0.49,10.197950278980562,4.0
6.816333050414716,0.746965506700338,0.03641324153191986,3.606005092535102,0.06685668647096983,14.510008487558505,29.32666100829433,0.9951681345781752,3.4263330504147165,0.5053002546267551,11.14899915124415,4.0
7.8855220408941875,0.7305893265812222,0.06434338773174357,2.951473316453056,0.08822517398241432,26.53619489776453,57.51473316453056,0.9990462424545188,3.554423433690015,0.6717424592011922,9.853619489776452,4.0
8.896478465258891,0.6088649592322484,0.31078288729364073,2.760273573128692,0.08697846330902352,16.829743884837253,46.05675203838759,0.9976851280575814,3.2622700815355032,0.5128376019193791,9.317025611516275,4.0
7.967249088595394,0.5230950333823392,0.3164628189916124,1.9575325031813344,0.0770884295252097,24.920306803721207,104.44214762604844,0.9972,3.226550182280921,0.9453057715125814,9.307969319627881,4.0
10.244300151956622,0.49824374683423706,0.7563299645434542,2.6167748860325317,0.4085370956850345,33.74050025326104,61.16774886032531,0.9990604449214892,3.0184800405217667,1.5039574278206032,9.617562531657633,4.0
7.26952220020895,0.5729134891034301,0.16240033795612066,1.9891433399373155,0.08574102319080623,4.0,7.0,0.9955733672765392,3.4104382239832836,0.4876194499477626,10.550098939519415,4.0
6.8,0.7120685196506084,0.06862098689959446,3.2586296069878338,0.11527137341089667,15.237544590004505,29.0,0.9951141013672976,3.3886209868995945,0.517624554099955,10.791192032994143,4.0
11.693016431161062,0.6273305776622701,0.4719710654538362,1.6002066753297417,0.0720010333766487,6.0,26.200206675329746,0.997875964865194,3.0906880231174063,0.5933264441556753,10.306570218179454,4.0
5.295434547749542,0.9443687557761172,0.09199648040391943,1.5418085829197803,0.048308866934794865,38.75469743710347,84.88182618090019,0.9942017909849394,3.699185257787079,0.5059982402019597,10.393643562810166,4.0
7.584504861719793,0.7475342611779092,0.2598607436041518,1.9352122021200893,0.08323961106241667,4.0,7.901414680800595,0.9971954929265959,3.346478779787991,0.4381697616960714,9.640848808480357,4.0
8.753266555363233,0.7222713411245741,0.2027504359111809,5.186901131516741,0.07562010016695515,24.12663327768161,47.75108885178774,0.9966137957336274,3.3809614542762483,0.526288109812571,10.599128918569804,4.0
6.407924834625664,0.5356464446707857,0.05659057150241398,3.846507366276767,0.1258529404652391,14.03962417312832,30.96037582687168,0.996758592739081,3.4964338244184514,0.6668300661497344,10.976225496123009,4.0
7.5,0.8664440523778132,0.030956681216059205,2.2714801745927105,0.08461913362432119,5.690433187839407,12.0,0.9964351985328124,3.4019133624321185,0.5240523493376651,10.164350218240887,4.0
6.601954861754518,0.6738928390000939,0.044560156105233485,2.536804683157005,0.1957037502316264,15.009774308772588,29.990225691227412,0.9957447858473326,3.409120312210467,0.5892180552981929,10.394135414736445,4.0
7.159358619020282,0.6135291393082665,0.4912303428243397,2.089839654755071,0.10851341356773822,4.0,9.203206904898584,0.9970609636153894,3.3503206904898586,0.5771122416714505,10.360962071469576,4.0
8.425873392066686,0.8692626523486153,0.04064683480166713,1.6441139133611191,0.07406468348016672,6.247088693111049,19.311772173277767,0.9962660025389144,3.259469617473892,0.6395341908977679,9.475291130688897,4.0
7.097793557040845,0.546184767163667,0.04260349545345031,1.930429778006284,0.0829128933401885,8.695702219937163,23.0,0.995903252111511,3.3702206442959155,0.4360859556012568,9.194541445529847,4.0
8.279571265017928,0.8527175221043395,0.015478340608029603,2.2465321185702822,0.07061286204946225,5.0,14.0,0.9966977301405576,3.327036564271604,0.5790920562230188,10.993190421672642,4.0
7.0,0.9398563702356336,0.09574506790209852,2.0,0.08530341097689265,11.757630139556095,66.03052055822437,0.9958608617785862,3.335457808373365,0.5709156167467312,9.496947944177565,4.0
7.454774409615814,1.43913117732734,0.0,2.027387204807907,0.12712465985387536,4.854774409615813,8.709548819231628,0.9946438195276928,3.4753116496346883,0.3956432322884744,10.827387204807911,4.0
8.638560283027331,0.6986399099458485,0.4260375162227764,3.3489600257297574,0.347654532250954,28.937601543785448,64.91680205838061,0.9999317598327566,3.178943778724085,1.3466883293408969,9.60415989708097,4.0
7.5057775833035825,0.5582311033321433,0.06703996499464486,1.7646220666428658,0.07419496088857155,17.0,42.54874022214289,0.9958743701110716,3.354909643891072,0.4841155516660716,9.041155516660716,4.0
7.1,0.8683971791717399,0.0022868966127966768,5.4547523692360524,0.08464112833130405,4.188652023664576,13.811347976335425,0.9978762558144424,3.4018865202366446,0.5294326011832288,10.350921618931661,4.0
6.314344830639834,0.7792827584680083,0.0045737932255933535,2.0313931016161,0.06411641390303402,6.0,12.771310338720332,0.996493638616781,3.5808524135488127,0.6145737932255934,9.988565516936015,4.0
6.845454928496019,0.9231818660620024,0.03863637321240048,4.088634687829916,0.07122726410883956,21.704544018139924,47.86363732124004,0.9962943188186246,3.4634089616325934,0.5215909330310012,10.552272009069963,4.0
11.023726146107222,0.6550326629203277,0.0653376623763523,1.675359292123604,0.07350326629203276,7.501959775219658,25.499346741593452,0.9979275228640442,3.1476012550530155,0.5649542719115412,10.19973869663738,4.0
7.128059819852598,0.7777016937494156,0.0022868966127966768,2.1,0.11340299099262985,4.325799742646566,7.651599485293135,0.9946656119639704,3.4595479845587938,0.5213560463236178,11.237100128676717,4.0
10.841168754607203,0.5868984658672072,0.5427260802574772,2.1310153413279282,0.07124061365311712,12.759386346882891,47.0,0.9996272608025748,3.284492329336036,0.5631015341327928,9.413907952032432,4.0
6.812468928534355,0.9919651999584772,0.06525186428793872,2.415111857276324,0.07185385286174002,12.350124285862579,31.0,0.9951501242858626,3.508249378570687,0.4720149143035098,11.329975142827484,4.0
10.569456746875646,0.4442364186718911,0.11316174067718482,1.5141213955729704,0.1452824279114594,34.28242791145941,48.42364186718912,0.9983256485582293,3.38,0.86,9.9,4.0
6.460000408431736,0.552500153161901,0.09,3.9,0.11474994384063628,14.15000102107934,30.69999795784132,0.9965659984071162,3.48649990810286,0.647499846838099,11.015000102107933,4.0
6.809608992253902,0.9887620713243701,0.0654234604647659,2.4254076278859538,0.07220848496051617,12.361564030984391,31.0,0.9951615640309844,3.5081921798450777,0.4733876837181272,11.327687193803122,4.0
8.024595558876817,0.7589361121490056,0.1923043715843153,2.2,0.06931148889719205,5.45900740187197,14.0,0.996348859337568,3.3383602960748786,0.58,10.977049629906402,4.0
6.99515990470074,0.45026793964380174,0.1656254904995728,2.1,0.1058063961880296,4.0,7.634399364671597,0.995435203183603,3.405108034943062,0.5768280031766421,11.051080349430624,4.0
7.339094420601245,0.6286830472104357,0.3220854077247167,2.2854592274683263,0.08803570815443433,4.463648068670817,9.0,0.9967866261802564,3.3531824034335407,0.5607270386265837,10.57818884120249,4.0
7.56349164965557,0.5605396659862228,0.07742849693800258,1.8107933197244561,0.07481057759632609,17.0,42.70264439908153,0.9959513221995407,3.3506772790252586,0.4852698329931114,9.052698329931117,4.0
6.997174841891919,0.6940177550155984,0.009165573274428906,1.6611038218295262,0.06563928979937607,4.0,7.0,0.9949498819136384,3.3391655732744288,0.3577792356340948,10.002825158108081,4.0
8.301360786487049,0.857959154146891,0.18768710814196915,2.1,0.06381632721199483,18.122448525336786,48.374149508445605,0.9976914967538432,3.306870747542228,0.5531292524577721,9.66870747542228,4.0
8.581672362419003,0.9049665830543546,0.044541809060475064,1.7090301510079176,0.07445418090604751,5.72775879193666,19.18193969798417,0.9962218594973148,3.2763478392620584,0.5564414067098655,9.527224120806334,4.0
6.8441583702684925,0.9229320941500586,0.06252333544391386,2.0693917247076308,0.06164016803854401,4.063083386097847,11.063083386097846,0.9959124299936682,3.5306308338609784,0.6374766645560861,10.918925015829354,4.0
6.674537114661303,0.6329514179979886,0.09,3.9,0.08525114673407087,14.686342786653256,29.627314426693488,0.9957293052528208,3.438229149201207,0.5670485820020115,11.068634278665323,4.0
7.814048143224689,0.5475489840847829,0.3841663647206559,2.1459149734746386,0.06318299469492769,8.377449204239152,56.73530477456508,0.9967977080371232,3.6015526724148503,0.5645914973474638,11.217486087539823,4.0
7.530769135482666,0.691065056873046,0.2339644919106051,1.997041405458872,0.08491124216376615,8.029585945411283,23.0,0.996019822459553,3.326923086451733,0.4494082810917743,9.510946675929643,4.0
10.628432907871598,0.5966988093959569,0.5689155851129626,2.139277056741975,0.07855422074435188,11.518073581450624,49.428917730321,0.999782890700428,3.2682168829774074,0.57,9.425060602806177,4.0
6.882723120916612,0.6859087943511868,0.08468208508393196,3.7995504960298265,0.06924084681374923,14.881824112976267,28.8227361694644,0.9953912651353904,3.4076364822595253,0.516454723389288,11.011368084732199,4.0
9.64235354968904,0.8373100846451607,0.2657646450310959,3.259185707596628,0.09936742830386512,12.936196520546368,85.64796426899157,1.0003311321110842,3.4106380347945366,0.6505610719302529,11.000769628642836,4.0
7.567845602450348,1.2922181419305994,0.0225080782847576,2.2286175901986147,0.11159802593577356,5.0,9.0,0.9952616086017746,3.4614147229404155,0.44823159632448056,10.9,4.0
7.021577455253008,0.8387786750972477,0.0631653922179001,2.158269610895005,0.059366921556419976,4.316539221790012,10.366921556419976,0.9960466156887159,3.482519116731498,0.6115114700388989,10.9,4.0
7.815858641448027,0.9171297280735218,0.3783013466274657,2.1,0.06245085242907258,19.03276504728495,48.677588349094975,0.9973804719421776,3.308387941745475,0.5516120582545251,9.683879417454751,4.0
6.6388906994978365,0.3512963566499279,0.3881483412797692,8.512950530114857,0.06209261552697259,12.814834127976926,100.64811314304184,0.996350372156838,3.308518542659971,0.6196297986197981,10.69073844730274,4.0
6.5313217948096165,0.6770804101867711,0.08212069231142298,3.4272415386853785,0.10671609744360748,13.474712820761535,31.0,0.9962747128207616,3.5026264358961923,0.6069655384913838,11.105057435847693,4.0
7.1,0.8421712096374906,0.02186103683213481,4.480644929392509,0.09513151614500376,4.937965438928839,13.06203456107116,0.9970669973259568,3.4093796543892885,0.5668982719464419,10.950372351143072,4.0
9.4084573537881,0.6059888830894411,0.16934074460703932,2.269278584611756,0.09286193292187957,5.692785846117562,14.0,0.9974620644307294,3.333855716922351,0.5384328492329462,10.307214153882438,4.0
7.675664616716193,1.4047103046074858,0.00756646167161931,2.0243353832838067,0.1170749842647358,4.747784610946024,8.495569221892046,0.9953754055492916,3.4646898455324435,0.3823449227662216,10.446012299702842,4.0
7.235545766164103,0.923684672371392,0.06523704637472523,2.0336493951662997,0.08800948185498901,11.831753024168501,68.345975806652,0.9959377023286718,3.324762953625275,0.5983175302416851,9.3663506048337,4.0
6.0638806516196535,0.3394262912755831,0.32695649315543257,12.751983856003239,0.05479461298356155,6.0779032336825045,112.5793225381145,0.9958022658147688,3.3020254840757453,0.5612464517389202,11.496883870652699,4.0
7.690284711345322,0.44131396254460403,0.23738092443259776,2.515429017179857,0.07722854914100716,19.674297972446045,82.09715288654678,0.9972338283931279,3.294628705153957,0.6767429797244605,9.515429017179855,4.0
6.740245501881413,0.9357945724896092,0.017545219330562422,2.4666020817982854,0.07362984535353291,32.57945724896091,71.52713159833745,0.9974208333829468,3.665794572489609,0.6147286840166255,10.107041338284844,4.0
12.042020562488982,0.4556382910713237,0.3883189163869876,3.8457436606985462,0.08635640848253638,27.744683571470546,48.78191455356618,0.9981479787982154,3.1219681973231603,0.6332447794658072,9.665425633930145,4.0
6.811868719997087,0.5994065640001456,0.11193742691086073,1.7765572666642406,0.08489015399978166,4.0,7.706229066656963,0.9951005599426508,3.33,0.4406229066656962,10.364688546667153,4.0
7.561380798089348,0.7658421945040743,0.2379210972520372,2.080197256869907,0.08521282169654397,11.0,67.81183541219443,0.9968568284788536,3.253911234408542,0.5241084912784489,9.559408229390279,4.0
7.881812622851673,0.8448840358191381,0.2028187699415152,2.929539200708132,0.07040891024267938,5.4772657785645915,9.95453155712918,0.997560891024268,3.427726577856459,0.5213640532861246,10.947726577856463,4.0
6.648699542806844,0.6713518140255168,0.002703628051033521,3.894455792344972,0.05902772103827515,10.729637194896648,20.0,0.9950989938721336,3.412149207285532,0.6302943293268716,11.448528353365646,4.0
9.697316590931713,0.5671388792538701,0.18932914773292825,2.1226520170652488,0.09666614346661602,5.493291477329283,14.0,0.9978506708522672,3.327332286933232,0.5250670852267072,9.923993721599393,4.0
6.870385490187628,0.4117173071957397,0.2163083921501021,2.0506424836460457,0.09874240392063904,4.0,7.0,0.9945548480784128,3.42914134640213,0.5592698431313393,11.301284967292093,4.0
8.523877774549057,0.6462129864541628,0.09466457386646412,2.070646295758176,0.09210569904851336,6.0,12.853231478790882,0.9971807449985473,3.34,0.5027984721818632,9.827984721818632,4.0
6.4640660304566655,0.6925768893401667,0.0,2.1293406700507407,0.06205384690355185,6.293406700507407,13.293406700507408,0.996208692150254,3.5342527269035924,0.6011977989847778,10.264066030456666,4.0
5.6318272958461675,0.618585453517948,0.028939090138461045,1.5247545634359092,0.08056581859282078,5.929272675897403,13.0,0.9950008645606102,3.658585453517949,0.62,10.149509126871818,4.0
9.476508217265646,0.8378086338678801,0.20899720383409964,2.959888153363985,0.10059888153363986,11.0,81.96564140583655,0.9996649940652041,3.345645229394764,0.621662006390166,10.529804268386973,4.0
7.428880132739789,1.0723280796438743,0.022898194054207528,3.5622791371913625,0.0852888013273979,4.822200331849476,12.355599336301047,0.9962053832433831,3.5151080464589266,0.585776026547958,11.022200331849477,4.0
