,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1044,7.489242693410345,0.8684149846498891,0.09241886000825125,2.069891813344335,0.08909675440033005,11.650540933278325,69.7956725337734,0.9962475750040941,3.297581139991749,0.5965054093327832,9.330108186655664,
1045,7.157495224271545,0.963013505770498,0.0657495224271545,2.543429739441261,0.08257495224271544,5.428130969660569,12.0,0.9958856261939322,3.5442813096966055,0.6128439290898171,10.664836287924288,
1046,10.448876509989246,0.6697723971797629,0.3011380141011854,1.837496368977392,0.07497723971797629,8.386343830785776,25.20455205640474,0.9979378406780258,3.193294431257265,0.5443186439483318,10.081820822561896,
1047,8.411201678103424,0.5745065120566925,0.3888798321896576,2.880369747108746,0.08421478988434983,18.144915977254744,84.70092436777186,0.9985317562987664,3.3585508402274526,0.678972268966844,10.195785712606085,
1048,7.141907075273319,0.5491163072209482,0.1377953235011467,1.6926510783371556,0.07854418463895259,9.0,21.963255391685777,0.9960746279984681,3.313972062056957,0.6546279984680814,9.101837230415711,
1049,6.648226243315285,0.6075886878342357,0.04340361898375624,1.6401885360960706,0.07261696824864636,4.0,7.160754144384282,0.9942196179431806,3.33,0.38607541443842824,10.391962292780786,
1050,8.611593664865165,0.7778126160134489,0.05479158932436745,2.219474604054073,0.07642661933784403,5.194746040540728,14.0,0.9969142206445948,3.3238949208108144,0.5683152375675563,10.805253959459272,
1051,7.8558128090654185,0.7107975015944596,0.32501653772563405,2.0,0.08550165377256341,13.445179454472623,58.109641091054755,0.9970885042231649,3.302225897272363,0.535016537725634,10.166776918170894,
1052,7.354102071640793,0.6339357250742774,0.29857342109609153,2.30546942885439,0.08523427996038538,4.513673572135976,9.0,0.9967431039922418,3.3556836786067987,0.5597265285572804,10.608204143281586,
1053,7.606763479398156,0.7398479223020868,0.09157966932638739,1.8879709561805536,0.07090240690648117,4.0,7.0,0.9964434497768472,3.3834589216481477,0.4033091301504612,9.774443997384243,
1054,9.363491909400858,0.614353744798553,0.41964473724862456,2.0458805671143265,0.08028269224827796,14.541194328856735,51.32955463085387,0.9982070293573864,3.305411943288567,0.5654119432885674,10.032955463085388,
1055,7.331175762319292,0.7436688983980624,0.029904050861920814,1.3282972881769166,0.0861486440884583,8.717027118230835,19.858513559115416,0.9961462838977886,3.2166905254919125,0.9951081354692503,9.28489186453075,
1056,6.730106647804106,0.9316160679052186,0.0830106647804106,2.781706364865695,0.06730106647804106,17.79573408783576,31.096800565876823,0.9961066775672291,3.4868826874154837,0.554946676097947,11.030106647804105,
1057,6.94454607825881,0.4182125162305797,0.28454607825881,2.1,0.1037818431303524,4.0,7.2969738550587335,0.9950016114037504,3.42366643797177,0.5785151307247063,11.236664379717697,
1058,7.062405384870004,0.698743241776429,0.07313108240121396,3.581364889800708,0.07193608077305008,14.625135164471422,28.43770274670713,0.9957198269894766,3.4025027032894286,0.5087540549341426,10.818851373353565,
1059,7.352628199411847,1.340049353429492,0.0,1.9763140997059236,0.1201787175600056,4.7526281994118476,8.505256398823695,0.9945621025595295,3.457946793900014,0.39257884598235543,10.776314099705925,
1060,8.939310979794215,0.6502993485079509,0.326837056978486,2.1,0.07993165740130956,11.871787699719382,44.16238359962584,0.9980358938498597,3.3070940410009353,0.5387178769971939,9.316238359962584,
1061,6.667499657018061,0.6066250171490969,0.060749691316255246,1.6562497141817178,0.07406247427635461,4.0,7.224998856726871,0.9943233731536139,3.33,0.3924998856726871,10.388750057163657,
1062,7.906920816616529,0.6012232943622491,0.2517302041541323,6.045823207121369,0.06355609562019361,4.0,11.694511952524202,0.9966851797312771,3.330835358575726,0.543054880474758,11.23746962136411,
1063,9.026953485419506,0.5949078119013891,0.28269534854195055,2.9434591563538532,0.12176382821479162,30.127304702465274,47.647936791133205,0.9974046356569464,3.4504126417733585,0.7332572448079544,10.357682171526832,
1064,7.33405956591943,1.1091685008073449,0.004396028938704652,4.282970217040285,0.09678019855306477,5.0,13.780198553064768,0.9966879205787741,3.5816436816742487,0.546594043408057,10.76594043408057,
1065,6.839973442831365,0.6730906676621033,0.006181335324206637,3.3727997013690043,0.061636001493154985,10.381866467579336,20.0,0.9953806881612608,3.363461305461107,0.7207147184293725,10.996426407853138,
1066,7.478221566492973,1.1302449034549191,0.07822156649297274,3.3504519853308135,0.088395627685773,5.0,12.435568670140546,0.9959742274680562,3.5596005901563244,0.5869329398957837,11.091107832464862,
1067,7.32912311476634,0.3508127380865025,0.24135456347750417,1.9972908730449916,0.06754182539100168,28.054182539100168,48.02031845216256,0.9957776093252075,3.429661359130624,0.5421673015640067,9.999322718261247,
1068,7.829921467782789,0.45042554408440305,0.4470078532217211,2.70151429777932,0.07706057191117278,20.604178405534356,84.2537857444483,0.9976821929144517,3.3339582159446564,0.692386427666551,9.815717882781055,
1069,9.55580060723041,0.6140160488549267,0.15395015180760246,1.9988255313266086,0.09224376897595031,5.139501518076025,14.0,0.9978860498481924,3.3184875379519005,0.5286049848192398,9.870925227711403,
1070,7.784463107404793,0.7461881373831973,0.1713099880086384,3.29466856621122,0.08696115776851199,6.4805788842559915,26.11652669446405,0.9968233053388927,3.322330533889281,0.4855826334723202,9.480578884255992,
1071,7.311841562051237,0.9856410739102255,0.06236831241024744,3.711514923333479,0.09070396094871906,5.0,12.470396094871907,0.9963644753138463,3.478848507666652,0.5858881171538427,11.105920781025619,
1072,6.322925904526938,0.7788537047736531,0.004917036181077529,2.026244457283837,0.06442533256296977,6.0,12.754148190946124,0.9964826548422056,3.580165927637845,0.6149170361810775,9.987707409547307,
1073,7.4452162363329,0.8780064627989038,0.08770173960709648,2.0636023194761286,0.08890806958428385,11.681988402619357,69.54409277904514,0.9961937998315209,3.3022982603929036,0.5968198840261936,9.336397680523872,
1074,8.282733352680282,0.4415604576352792,0.1452170137625159,1.8033241419338517,0.06691689645165372,15.983379290330742,39.966758580661484,0.9957829917277405,3.3225577002154347,0.4833887356988975,9.101662070966926,
1075,9.206995397024833,0.7295577747355236,0.06674884925620858,1.69362097239673,0.08134360615702607,4.2674884925620855,14.0,0.9979732511507438,3.296687212314052,0.5373251150743792,9.740123273884313,
1076,8.125951451506522,0.43154894306524305,0.6714675028137598,2.8945653889442458,0.27072701732882504,25.682067361803075,78.47689895729539,0.9980836961668328,3.1064400930154217,1.1786687570343997,9.526358652763939,
1077,6.646949942662038,0.6001987772355319,0.07347497133101902,3.418300344027772,0.06618437141637737,10.26525028668981,21.102124569965284,0.9952363536109554,3.4279575086006946,0.5122412686348377,10.78971914419849,
1078,5.982840488204292,0.6687251530441826,0.02651963192541553,1.6044110422375342,0.0793039263850831,6.0,12.651963192541553,0.9953349975436075,3.6217159511795707,0.6234803680745845,10.047794478881233,
1079,9.804661320411851,0.5981804550539782,0.4122856769872068,2.386315926889238,0.07736240954858041,15.227068258096734,46.59097724730109,0.9984864658709517,3.2836390898920436,0.5395488623650545,9.477293174190327,
1080,7.50503697594352,1.5004684673526985,0.0071222268042359605,2.08812962199294,0.12785980893456383,4.881296219929401,9.237407560141198,0.9948976963848819,3.503561113402118,0.4284889072169439,10.9,
1081,6.629105846336851,0.6085447076831574,0.026195261703166287,1.6242548719473762,0.07118293847526386,4.0,7.097019487789504,0.99411668647278,3.33,0.37970194877895047,10.395149025610525,
1082,9.158554753087952,0.7456037380396157,0.05463868827198817,1.6512354089519587,0.07982983603399851,4.146386882719882,14.0,0.997985361311728,3.293659672067997,0.5385361311728012,9.721958032407981,
1083,11.206238082764576,0.4601559520691144,0.4334373013794096,1.567186506897048,0.14634373013794094,35.34373013794096,50.01559520691144,0.9983468746027588,3.38,0.86,9.9,
1084,8.199022415561542,0.6929688667929668,0.20148443339648336,2.1712889165087916,0.09113377957307145,11.0,73.27733499052749,0.997239413449337,3.212919987571044,0.5742089040798354,9.286133250473625,
1085,8.440965576394966,0.9310643717596644,0.18164595532184574,1.979517211802517,0.08277907917810907,6.1967814120167795,21.39356282403356,0.9961839356282404,3.2760643717596643,0.4579517211802517,9.839356282403356,
1086,7.490224040867587,0.9282058870080939,0.022173671241178642,2.579355684661694,0.0910109239707348,18.239215065587473,64.3260506861768,0.9977000278072645,3.4614145547426336,0.6534789862764641,9.578263287588214,
1087,9.974861870215424,0.4246473080060118,0.3644121800100197,1.7511756399799607,0.11676487200400787,32.97648720040079,49.8661827001503,0.9973773583401303,3.398896954997495,0.7390594880160315,9.93779390999499,
1088,7.268917122170342,0.5713842517337517,0.13547348205173626,2.3459447481135616,0.07494607770750822,4.614861870283904,8.229723740567808,0.9956652651794826,3.4031082877829655,0.5615541438914828,11.092569064858049,
1089,8.766019114992758,0.5658534178043279,0.2869800540258965,2.124527321841724,0.0773776231027345,11.735819655251722,41.28308747107931,0.9972419011011109,3.2903781425266208,0.5201890712633104,9.224527321841723,
1090,6.791912964331591,0.8713890347635703,0.04977162762988872,1.3850617932282536,0.11453089661412674,8.149382067717465,19.574691033858734,0.9954367275846469,3.3103519588266184,0.8248146203152396,9.45518537968476,
1091,8.595696322049605,0.966533272142361,0.052636176489682523,1.7802286763273811,0.08139272798748012,5.131808824484127,19.0,0.9960176464695571,3.3131808824484126,0.4426361764896825,9.613180882448413,
1092,8.762191965656108,0.9524794643770738,0.06386294592609418,1.8189040171719466,0.07581917407745102,5.126026781146311,19.252053562292623,0.9961625205356229,3.2974794643770737,0.4418904017171947,9.625205356229262,
1093,8.31654571874791,0.6324455734365597,0.19834542812520897,1.6158200312353732,0.08215094343722835,24.352685000334326,111.7198837509194,0.9972264731499967,3.166618287499164,1.0323076906360746,9.11654571874791,
1094,8.127277986655177,0.6028465243753379,0.20901158330494732,2.356100413969994,0.07804749028392809,25.422972921634223,118.54942083475264,0.997088857139239,3.170513513855772,1.0779459445769126,9.280231666098945,
1095,10.275821024375947,0.4363948039334952,0.4127896078669904,1.5200288670361377,0.14187549674236252,33.75965359556635,48.0,0.998217452200775,3.3820028867036136,0.847181525096872,9.904005773407228,
1096,6.348564287291347,0.6747675424534152,0.277347314563277,2.0473108578998467,0.06010392001766308,30.750911416585765,84.46057428508347,0.9956340474307163,3.5180469425858885,0.5986736572816385,10.014516856575115,
1097,6.818972085276794,0.5990513957361603,0.1970748767491146,1.7824767377306618,0.08542290639575956,4.0,7.729906950922647,0.99513879972574,3.33,0.44299069509226463,10.363504652453868,
1098,8.633637689011566,0.6316271004284965,0.28669101512092526,2.5670927646161923,0.08666910151209253,15.00365226813879,45.0018261340694,0.9976,3.2766362310988435,0.5166544924395374,9.266727537802314,
1099,7.677400924773521,1.080204095085559,0.003082232497483563,3.6181423380158697,0.08867797225679439,5.0,14.0,0.9966308223249749,3.5344507925780095,0.5523289299899342,10.792466974924507,
1100,6.709687361128895,1.0182034374599858,0.07225011109688383,2.1934390275821523,0.08637472225779044,18.709379166133143,31.709379166133143,0.9963085337080185,3.5006252777422096,0.5641875833226628,10.883751666453257,
1101,7.0850629419707785,0.5072065299148263,0.4250629419707783,2.1,0.10940251767883113,4.0,8.233752946471856,0.9962053725362163,3.372143587944048,0.5738312352676407,10.721435879440481,
1102,6.737965194876302,0.841761714363932,0.04759303897526034,2.041356536749132,0.0674441766148438,4.0,11.413565367491321,0.995847626060689,3.548610441537109,0.6358643463250868,11.024069610247397,
1103,7.3685836352493235,0.5527433454099729,0.042345054344878175,1.6548669081994587,0.07273155877599279,17.0,42.18288969399819,0.9956914448469991,3.36497053341505,0.48137167270498643,9.013716727049864,
1104,7.281809438836935,0.9649939892003926,0.056361887767386945,3.8091193237799623,0.09145476402907662,5.0,12.545476402907664,0.9964545716834892,3.4690880676220037,0.5836357079127701,11.090904719418466,
1105,9.569100665865314,0.9170179257793091,0.22856289248604333,3.1602390103907867,0.10071855375697833,11.0,82.06106945642007,1.0002327648332505,3.4060239010390787,0.6125987440446614,11.0431132254187,
1106,7.7016308471517885,0.7482380142392523,0.24316473792355786,2.023327822638737,0.0856998346791621,7.766721773612633,23.0,0.9960658236896178,3.309836915284821,0.4546655645277473,9.635807157534,
1107,8.299036947666313,0.6692481349605168,0.2639259281056997,7.572963170041471,0.08259777666609315,8.803703594715016,97.86000058853892,0.998680710996019,3.3728962934625906,0.6048592575154402,11.3878518562114,
1108,7.509808579288817,0.9014712868933226,0.02,4.0584928505926525,0.09190191420711183,5.341507149407348,12.316985701185304,0.9976556937268621,3.4339055004585144,0.5426794280474121,11.0,
1109,8.38526015101653,0.8266157799370608,0.022256146708626107,2.205328759438533,0.07175849061471593,5.053287594385331,14.0,0.9967586163538239,3.3210657518877063,0.5768027443368802,10.946712405614669,
1110,7.304342733795282,1.010323362580476,0.08043427337952821,2.923908460415754,0.08795657266204718,4.804342733795282,12.195657266204718,0.9957549988287729,3.5556525812963775,0.6039131453240943,11.258697179861414,
1111,8.148564331256425,0.8319579405158002,0.05827719750771043,3.08955456455549,0.0948668322706834,24.21930785393107,60.028713374871494,0.9997967329082734,3.5530544797854557,0.6957178343717872,9.897128662512852,
1112,7.965787329144726,0.6528600261504498,0.1854293403067866,2.1885733507669665,0.08854360679911692,10.542934030678659,73.85733507669664,0.9969075046903719,3.279986544631235,0.5865720052300899,9.645639320088307,
1113,6.578374286140058,0.9058665426825762,0.0,1.5546011421759072,0.18544173729954136,16.443251427719883,26.78374286140058,0.9945592945145753,3.4396778854843686,0.5277300571087954,10.420551998807838,
1114,6.621630168125153,0.6327064061875662,0.004054338937505092,2.6459772831255606,0.096,4.202716946875254,13.0,0.9958598852340316,3.5774294411561964,0.6098641526562373,11.398641526562372,
1115,7.20472468687573,1.2489569252584243,0.029645648484320226,2.0505905858594664,0.09895475111178903,4.505905858594663,9.988188282810674,0.9953331492040302,3.51482282424216,0.5185825939372809,10.9,
1116,7.870254923573763,0.877646943433809,0.009256373089344072,2.594227981700805,0.084,6.0,11.537181345532796,0.9977382010398279,3.4047946116254084,0.49,10.301664250807365,
1117,6.929672775370861,0.7661915359940399,0.014322425845695376,3.775466843026492,0.096,4.716121292284769,13.0,0.9965940534479673,3.4696145286201987,0.5841939353857615,11.141939353857616,
1118,7.3,0.7272016221136357,0.12624078063239558,2.059873273351371,0.06340760359891776,23.21013813189034,48.59873273351371,0.9965323652262327,3.3581520719783553,0.5459873273351371,9.820380179945888,
1119,6.9749773620099775,0.8106255659497505,0.0,1.324983830007127,0.24475287825873138,15.625048509978619,28.62504850997862,0.995096200034722,3.3262491915003563,0.5037508084996436,9.775003233998575,
1120,7.243133703970097,1.022904827435767,0.026144382671650476,5.0081870974778635,0.08915668519850485,4.47711234656699,14.0,0.9973738737270809,3.509735839710408,0.5295422469313399,10.438556173283494,
1121,7.602949603513559,0.681155261376144,0.021229001463982988,1.3039328046847456,0.07207865609369492,8.990167988288135,20.014748017567797,0.9964985251982432,3.170442440527034,1.0770012364278816,9.203932804684746,
1122,11.127565669150096,0.5881199650614827,0.6157092814828217,2.1704728543218814,0.07621453592585893,10.738178641952974,48.18108582712476,1.0003054203098913,3.258858143703436,0.57,9.206690019746832,
1123,9.419782285483443,0.40915671494372396,0.3385945249062067,1.8028109501875866,0.10643780996248267,31.943780996248265,49.4789178735931,0.9970417288237807,3.4053513687734482,0.6977512398499307,9.950702737546896,
1124,5.690414587391257,0.5436139347000328,0.23331608446955188,9.339767754999453,0.05121373128652131,16.835489441306017,104.33160844695519,0.9951255960077913,3.4393134356739345,0.5352331669913005,11.190414587391256,
1125,7.466912435174697,0.76496576795781,0.3000157994040877,2.0,0.08300157994040877,12.334035529070563,60.33192894185888,0.9968301632605089,3.296670177645353,0.5100157994040876,10.000105329360585,
1126,5.931159751180227,1.00478846811071,0.11118964385818753,1.5770532503934092,0.15466301866148294,7.385266251967046,19.770532503934092,0.9943563712830695,3.4788103561418127,0.47036834370082387,9.65552515551236,
1127,7.266142371043615,0.9542228800924852,0.053228474208722995,3.8600372941082517,0.09184644072390963,5.0,12.584644072390963,0.9965015728868691,3.463996270589175,0.582460677828271,11.083071185521808,
1128,7.23949211583634,0.6977309543438628,0.0,3.468071369684117,0.06809238173754512,11.462182572397714,21.84873028959085,0.9963127659744329,3.41764721993216,0.5137817427602288,10.783198340725033,
1129,6.3975369738525,0.5909554068625987,0.1689214418300263,2.147303604575066,0.07244840578427565,8.892144183002632,69.73036045750658,0.9952732227411726,3.5688747679745396,0.5741910813725197,11.255159421572435,
1130,9.205569939465143,0.7955741376225076,0.20421594010820843,2.7686376043283367,0.09868637604328337,11.0,80.21251137300975,0.999084867399796,3.308988874162931,0.6136932335136807,10.195115807574588,
1131,7.738149625633692,0.904540263007693,0.013158195431502106,2.8723586484761814,0.09303940602791202,21.394631598974264,62.97372931472532,0.9987368075253773,3.517761278553112,0.6805254137054937,9.66841804568498,
1132,5.309110554681897,0.9832011244426313,0.11065384107014792,1.5471955022294748,0.08658272937982664,40.337620239967364,83.8224359821642,0.9942268669564654,3.6756662713741153,0.5918685816944009,10.41904247377379,
1133,7.04893688800655,0.8178726514695052,0.01829789626688502,4.212768589357353,0.096,4.914894813344251,13.0,0.9968782995830823,3.4278720891977077,0.5742552593327874,11.042552593327875,
1134,7.229097991494015,0.9524587948964095,0.06613724893675199,4.860863055288897,0.08329097991494015,4.32274497873504,13.35451004252992,0.997344141448484,3.4451842970229056,0.5458195982988032,10.52274497873504,
1135,7.293418402668899,1.058811284537129,0.10511369051352021,2.1,0.12167092013344495,4.562026289526999,8.124052579053998,0.9946986836805337,3.47372157737162,0.4788352678851402,11.118986855236502,
1136,9.472379854989317,0.7877938611270476,0.33848870964825506,2.7647944372576565,0.16815170835463322,5.0,15.381586569992878,0.99853422119799,3.305327156051674,0.6021713956496795,9.111175444508191,
1137,5.670057127835564,0.6392657101547803,0.02649714360822177,1.5700571278355646,0.07766476240548117,6.0,13.0,0.995173824720345,3.6518266684191842,0.6188323812027405,10.088323812027406,
1138,6.591972013138787,0.6019895049270452,0.09,3.9,0.0966038481934168,14.479930032846967,30.040139934306065,0.9960513091487587,3.456806297043773,0.598010495072955,11.047993003284697,
1139,7.073102000227896,0.6846908498119852,0.3877224002734761,2.0682755000569744,0.09686877003076606,4.0,9.634489998860516,0.9967870988507236,3.3934489998860515,0.592207149960118,10.490346999658156,
1140,6.7600351642691345,0.8500527464037012,0.04401406570765365,1.9200703285382683,0.06719367043155586,4.799296714617317,11.399648357308658,0.9959519718685848,3.537992967146173,0.6360035164269134,10.520334060556774,
1141,7.1,0.8478043936122588,0.02668948023907894,4.689877477026754,0.0928782425550965,4.777017325364035,13.222982674635965,0.9972408212886068,3.4077701732536405,0.5588508662682017,10.821613860291228,
1142,6.8564828633709,0.8634016377190077,0.12777943604507985,2.014120715842725,0.06762518655507149,4.0,10.7175856831455,0.9960993330912027,3.50175856831455,0.6301154989100926,10.81527570494365,
1143,6.497076957849182,0.5774115395138568,0.2548384634600864,2.0500769221618635,0.07147307724334774,10.99384622705091,60.00769221618636,0.9954218846524445,3.605453840754995,0.5649923077838136,11.752076898370317,
1144,9.087329646731398,0.6066196512149248,0.3321133134582149,2.681687792522366,0.08495768609343228,16.49294768223871,46.169017439253764,0.9978535261588807,3.26676069757015,0.5184508719626881,9.350705231776129,
1145,11.30516982453839,0.4486206649956037,0.450172327484613,2.793099749340557,0.11267250626648607,30.551734001758515,48.431033249780185,0.9982251726850483,3.2377590275725385,0.7350003575637462,9.770690025065944,
1146,9.551999684699748,0.7347000293802508,0.16169996488701732,3.695999914009022,0.08742000186313786,26.0,57.04000085990978,0.9995405001540673,3.4185000394125318,0.6705000107488722,9.73400001433183,
1147,6.536651904505305,0.8557181132652354,0.039621124932642596,5.435066429726127,0.07845022143242042,23.229074403158158,47.04581488063163,0.9957218325952253,3.5731277679052553,0.5018325952252652,11.145022143242041,
1148,9.717625398902669,0.7382374601097332,0.2545683029840719,3.215827107185847,0.06518435165194693,22.789567767964616,49.0,0.9975381743593938,3.1891187300548665,0.5592985592265487,9.653507203867257,
1149,7.311834773912233,0.745481679813925,0.06731192534160334,2.365596267080167,0.05853761493167933,4.731192534160334,9.537614931679332,0.9962124770136641,3.42032111987595,0.57419267192557,10.9,
1150,8.47600406615925,0.8942996950380562,0.28670550926753363,2.0491571457075066,0.08676524496718231,6.927367351010723,23.21789794696783,0.9963242018297717,3.246199796692037,0.47944224436860594,10.02905305959571,
1151,6.888274970390325,1.0577561685733945,0.052964982234195164,1.9944747335129276,0.08515356099592991,12.46900118438699,30.765499407806505,0.9947894474733513,3.487722443741618,0.43938002368773976,11.212399526245205,
1152,7.1,0.86550116529323,0.041858141679911365,5.347186139462826,0.08579953388270803,4.271395277336288,13.728604722663713,0.9977868931004767,3.4027139527733627,0.5335697638668144,10.41711622186903,
1153,7.553629021151288,0.6117590691097774,0.0037802418429274,2.2,0.06813407255287822,6.24395163141452,14.0,0.9957483770019679,3.3697580652565806,0.58,10.937802418429275,
1154,7.769335611723747,0.36309773800159295,0.2618295633359883,1.9563408733280234,0.0757318253343953,28.873182533439532,48.32744345003982,0.9960437843233678,3.424542609166003,0.5749273013375813,9.989085218332006,
1155,9.012274997015338,0.5395283341111544,0.25842583305295597,2.164008333242889,0.05843966667028444,13.28016666485778,34.20041666214445,0.9956577116654547,3.3307766669199106,0.4684049999457334,10.055825001899331,
1156,9.567737743620615,0.6100618724256713,0.15693443590515369,2.009270525668038,0.0926168044881442,5.169344359051537,14.0,0.9978830655640949,3.319233608976288,0.5283065564094847,9.87540165385773,
1157,6.800513849131703,0.626709487427642,0.015595521599132496,1.8005138491317036,0.06654927517727918,4.2227931657018924,7.445586331403786,0.9944857918710565,3.3411396582850945,0.4101027698263407,10.511396582850947,
1158,6.474856496661199,0.6138392762605428,0.08550861020032806,3.630516612019684,0.11371779441401134,13.700574013355205,31.0,0.9965005740133552,3.501497129933224,0.6340688816026245,11.05988519732896,
1159,7.04081324140491,0.9744733775302592,0.04236980111383354,2.018431786440927,0.08723698011138334,11.98683443825648,67.25014567312687,0.9957204357553279,3.351053244939482,0.6005266224697408,9.425014567312687,
1160,9.368642703791568,0.4100573688197552,0.3601147376395104,1.66634795100136,0.11904971964378785,32.00382458798368,48.0,0.997468298490873,3.396634795100136,0.7535373113591297,9.933269590200272,
1161,6.8,0.778080214951552,0.024613190032298685,1.9383957009689603,0.21257750203969517,15.726520110752237,29.0,0.9948549443413013,3.3446131900322986,0.5127347988924776,10.155523856022093,
1162,8.865163105967754,0.7425107194596794,0.19820876069354862,2.5283504277419446,0.09628350427741944,11.0,78.00987892096782,0.9983559962974838,3.2629338319838728,0.603681267822581,9.774613248548402,
1163,6.15212863708768,0.34951215127863716,0.3120628537171646,12.145971103130634,0.05571971502794769,7.389000599496203,113.39685731414177,0.9958178914708217,3.2907399960033583,0.5970400159865654,11.341257074343291,
1164,7.297178053856433,0.6140123188497515,0.3877543822915883,2.229570738475244,0.09586009661346584,4.32392684618811,9.0,0.9969081836438164,3.3461963423094057,0.5635214630762377,10.494356107712866,
1165,10.731088633884049,0.5878991942374177,0.5257136979638986,2.1210080576258226,0.07084032230503291,13.159677694967094,47.0,0.999457136979639,3.2894959711870886,0.5621008057625823,9.473951654245063,
1166,7.008132732097959,0.9748950615213167,0.04047222315407503,2.0036728467539167,0.0870472223154075,11.997376538032917,67.04984577737459,0.9956640355215239,3.3502098769573667,0.6001049384786833,9.404984577737459,
1167,7.237620822036411,0.7566398698622724,0.00655947944908972,1.8672026027545514,0.08203215616527308,6.0,12.0,0.9964838587398328,3.408874534215442,0.535916356143628,9.781993493113621,
1168,9.465139732354661,0.39580103279981016,0.34409325636320487,3.0409325636320492,0.06824911907635846,27.16725394909436,48.41637302545282,0.9967343128795596,3.2717782503279285,0.5524911907635845,9.833450789818873,
1169,8.922405979086012,0.7827594020913988,0.03334022421572545,1.733195515685491,0.07622405979086012,4.221992526142484,14.0,0.9977114097160148,3.2966597757842746,0.5488797010456994,9.98859028398523,
1170,7.648609921168005,1.0973525718612993,0.08513900788319952,3.155728720438002,0.08562847519707999,5.185762401460006,11.814237598539993,0.9963795786925552,3.5288542559123997,0.5795661358393993,11.162847519707999,
1171,8.008888975348249,0.7847777756162938,0.0,2.06349212524875,0.11329840170572253,13.409523624253751,26.40952362425375,0.9973781906670186,3.3631746062624375,0.46682539373756254,9.62730157495025,
1172,6.2480271361637145,0.9596115901856267,0.023896424049500455,2.1649198576487283,0.06553205933688692,34.96115901856267,75.33785442970027,0.9963967016220181,3.689611590185627,0.5766214557029973,10.218187420866258,
1173,8.042313884833847,0.8755064019022237,0.0020976769151328303,3.231825500258183,0.09552802269409512,25.26581307970351,61.314651537269924,1.0000087671547597,3.5868895192804198,0.7137069692546014,9.779023230848672,
1174,7.791643431469418,0.5696657372587768,0.11849581766449521,1.9933147451755344,0.07724419660234047,17.0,43.31104915058511,0.9962555245752927,3.3339461483589092,0.48983286862938835,9.098328686293884,
1175,8.127280040888998,0.5139001625743821,0.4172719959111003,2.7930092433504607,0.08072036973401842,19.346122903931168,84.48252310837616,0.9981167939059147,3.3465387709606884,0.6855243067487155,10.010144642119728,
1176,9.030758912953495,0.35901970615685574,0.2329165622083408,1.9580880509558958,0.06304779872610261,15.209559745220522,38.41911949044105,0.9959222792458603,3.2864461214436242,0.48596813418259827,9.179044025477948,
1177,6.621119561120873,0.6376081536076945,0.0,2.1467910623467636,0.06327537436427345,6.4679106234676365,13.467910623467636,0.9959521713835026,3.501096981541149,0.5959626812959709,10.421119561120873,
1178,6.502827707915799,0.6951349915456093,0.1635925398922815,1.7676092359719326,0.11178792190631512,8.338046179859663,21.676092359719327,0.9952376927163702,3.426407460107719,0.4465488455035084,9.298232682552626,
1179,8.617486548374721,0.5893468394791997,0.8668540681999365,3.122612642083201,0.5316380713885043,33.248243110625594,71.2190988633344,0.9987955766620413,2.8800806157479837,1.789185607983233,9.552563046854239,
1180,7.206871920606308,0.5824051722122078,0.5292339910501176,2.109162560808411,0.11271724148682252,4.022906402021026,9.0,0.9971700714302417,3.3311453201010512,0.5695418719595794,10.313743841212617,
1181,7.3,0.4565502977816841,0.20786578320869842,2.0169127456796323,0.06598523525922206,26.64698034562941,48.169127456796325,0.9959781744192673,3.409704705184441,0.5416912745679633,9.949261762961102,
1182,6.756313587895564,1.0391570314409815,0.16605457832848064,1.7535152610949354,0.13650786344670904,7.0,20.690101740632905,0.9949295559573481,3.398593895562026,0.4757747456484177,9.884505087031645,
1183,7.572127449316536,1.1520089055476639,0.02811415005503426,4.126641994656483,0.10290970909320107,5.0,14.114751632877692,0.9967606522860288,3.603033366273743,0.5451638234794961,10.568035622190655,
1184,8.943412498216727,0.39771197575467915,0.3354239515093583,1.7349334680295603,0.10835037898738858,31.180798383645275,48.0,0.9971171406436886,3.4034933468029562,0.7096425804610814,9.946986693605913,
1185,7.651495259537641,0.8051828047218434,0.0037873814884410127,2.1840536116330758,0.084,6.0,11.81063092557795,0.9971366119637286,3.366511670419087,0.49,9.946179796748666,
1186,6.850898896045269,0.8886854737856019,0.07473033118641938,2.9838198711851627,0.06443707727683119,13.473033118641938,30.017977920905373,0.9950160448574008,3.460898896045269,0.47419099355925814,11.252696688135806,
1187,8.45158296072833,0.6552942151053173,0.2721266368582663,2.312216145019661,0.08521266368582664,12.81899552873995,43.90949776436997,0.9976,3.294841703927167,0.5239366815708668,9.230316592145666,
1188,10.1400787421742,0.6338654032975193,0.4405108270489526,2.1,0.06898772146236494,14.674852358423372,47.22495078614112,0.9988694254442053,3.3011247539307056,0.5588752460692944,9.611247539307056,
1189,7.5543837237571365,0.5817979654696421,0.08850825646414137,1.7271918618785682,0.07505260468508565,15.473697657457182,42.25438372375714,0.9961087674475143,3.354736976574572,0.4927191861878568,9.050876744751427,
1190,7.955023913179144,0.8755412636437664,0.04156100542630353,3.0119019023265365,0.07278827717832217,5.5687798914739295,10.137559782947859,0.9977988277178322,3.436877989147393,0.5158732065115642,10.956877989147394,
